,max_len
boydwoo_str_m7_Zn_o8_o17_bcu_sym_72,16.69508832628975
boydwoo_str_m7_Zn_o4_o13_bcu_sym_100,11.973185147804882
boydwoo_str_m7_Zn_o1_o4_bcu_sym_131,10.29244500312757
TIFMOK01_FSR,7.901231773472596
NABNOU_FSR,10.137536302914143
gmof_Al2O6-BDC_B-irmof20_B_No236,9.182479338899771
TEWVUP_FSR,9.77994692683499
PIHJOH03_FSR,9.463683456797941
RAFXUS_FSR,11.875080985657299
UVINIX_FSR,9.448988842561578
core_IGOJEV_freeONLY,15.853604191918999
QAHKUH_FSR,10.493438361677935
boydwoo_str_m7_Zn_o1_o4_bcu_sym_113,10.544435669745507
MIRWIU_FSR,9.554294568166865
IPIPII_FSR,12.370808519938524
BUTJIK01_FSR,9.913340056537711
boydwoo_str_m7_Zn_o10_o24_bcu_sym_94,10.029673557684443
gmof_Zn4O13-BDC_A-irmof20_A_No206,9.21974730556687
boydwoo_str_m7_Zn_o25_o25_bcu_sym_151,15.211696800203827
boydwoo_str_m7_Zn_o6_o25_bcu_sym_13,20.68447154952187
QUQBEL_FSR,10.21464219746159
boydwoo_str_m7_Zn_o11_o11_bcu_sym_52,10.369312866766396
boydwoo_str_m7_Zn_o4_o10_bcu_sym_86,10.878934169195059
core_FUQJUX_freeONLY,6.829875376152129
boydwoo_str_m7_Zn_o11_o22_bcu_sym_100,10.587007328625793
boydwoo_str_m7_Zn_o20_o25_bcu_sym_69,14.395835030868586
SUNDIP_FSR,7.685846404956388
boydwoo_str_m7_o4_o10_bcu_sym_32,10.316783850458496
core_XAXQEU_SL,7.685852015813606
boydwoo_str_m7_Zn_o25_o25_bcu_sym_12,15.239829050874762
BUPGID_FSR,12.924892517368063
VEPJEH_FSR,8.578451763852255
boydwoo_str_m7_Zn_o1_o9_bcu_sym_164,15.62861103674985
gmof_Uio66Zr-irmof20_A-imdb_No6,9.181435858349465
core_QOQWOK01_freeONLY,9.684427673883022
DUKYAL_FSR,6.480718055558696
HAKWUM_FSR,7.0276918027725275
JEXPEI_FSR,6.399616189920925
OGAGAH_FSR,10.408259631576623
BUSBAT_FSR,7.996794897286082
boydwoo_str_m7_Zn_o20_o25_bcu_sym_41,14.39629017838585
JECFED_FSR,7.533087265826808
gmof_Zn4O13-BDC_A-irmof20_A_No448,9.219748668615942
boydwoo_str_m7_Zn_o4_o22_bcu_sym_64,10.332287254846992
gmof_Uio66Zr-irmof20_A-irmof8_A_No121,9.966181492416142
gmof_Zn4O13-BDC_A-irmof20_A_No136,9.186618390961337
DUKYOZ_FSR,14.545602421168642
boydwoo_str_m4_Al_o20_o25_acs_sym_277,12.386991693743646
tobacco_bor_sym_3_mc_0_sym_4_on_7_L_14,18.744600322749385
tobacco_bor_sym_3_mc_0_sym_4_on_7_L_2,14.284932102586364
MOLCEW_FSR,9.913217701854249
NIGRIH_FSR,8.066918977810035
gmof_Zn2O8N2-irmof20_A-irmof6_A_No97,9.203571483207448
boydwoo_str_m3_o40_o41_fof_sym_106,15.196451593396338
core_LIJNOJ01_freeONLY,9.463687410353307
boydwoo_str_m3_o4_o25_pcu_sym_101,12.430829031984231
boydwoo_str_m7_Zn_o1_o4_bcu_sym_76,10.377370428095077
DEQVEB_FSR,10.561354409288004
gmof_Zn4O13-irmof20_A-irmof6_A_No57,9.264614675293968
core_RUWZUG_freeONLY,15.981185802477205
gmof_Zn4O13-irmof20_A-irmof6_A_No41,9.244412604482807
boydwoo_str_m7_Zn_o4_o10_bcu_sym_92,10.869531471171847
boydwoo_str_m7_Zn_o4_o22_bcu_sym_18,10.267086925269629
IXIROY_FSR,8.405885450034713
QIVZEC_FSR,12.59547969555896
DUWJAI_FSR,8.731767993977178
core_CUYWUP_freeONLY,16.0786121978004
PAHXIG_FSR,11.677495760053674
core_TAYNEN_freeONLY,10.137538313056934
boydwoo_str_m7_o19_o21_bcu_sym_84,14.621492079381367
SODXEQ_FSR,7.430186763911298
JOBGIS_FSR,33.87086084943374
core_PUQHEP_freeONLY,10.447448480128712
boydwoo_str_m7_o9_o22_bcu_sym_226,13.554253041339281
ANEQUH_FSR,7.901232076306066
boydwoo_str_m7_Zn_o6_o20_bcu_sym_39,16.414194105245944
boydwoo_str_m7_Zn_o1_o11_bcu_sym_16,10.244979536173268
MOF-5_cooh_2_1861_1,13.747709579484804
gmof_CuN4-SiF6-ADC_No1,10.493437660808597
core_REHVAD_freeONLY,10.447453403413785
gmof_Al2O6-irmof16_B-irmof20_B_No367,9.290270531044852
FOXYOH_FSR,9.1796746590103
boydwoo_str_m7_Zn_o20_o23_bcu_sym_50,14.437037283522937
gmof_Zn4O13-BDC_A-irmof20_A_No296,9.203576830551944
gmof_Al2O6-irmof16_B-irmof20_B_No90,9.1779975193849
gmof_Zn4O13-irmof20_A-irmof6_A_No327,9.26666249047097
gmof_Al2O6-ADC_B-irmof20_B_No146,9.266744763355637
IBIVOF_FSR,9.1456478633155
gmof_Zn4O13-BDC_A-irmof20_A_No506,9.179861055891692
gmof_Al2O6-ADC_B-irmof20_B_No336,9.186619601242306
gmof_ZnN4-SiF6-DPAC_No1,10.307246608579074
gmof_ZnN4-SiF6-irmof20_No2,5.740430181625384
core_PIHNUQ_freeONLY,9.913219215867267
gmof_AlO6-irmof20_A_No7,9.235790015838589
gmof_Uio66Zr-irmof20_A-irmof8_A_No190,9.991669774154653
LAWRUY_FSR,7.531550710638487
LATRAC_FSR,11.915828757333836
boydwoo_str_m7_Zn_o8_o17_bcu_sym_119,16.762675632229794
boydwoo_str_m7_Zn_o25_o26_bcu_sym_150,16.04133673600287
YAMXOC_FSR,7.428352836904188
DOHQIB_FSR,7.901230390207552
boydwoo_str_m7_Zn_o17_o26_bcu_sym_65,16.820641066507335
gmof_Zn4O13-BDC_A-irmof20_A_No242,9.179122052043112
gmof_AlO6-irmof20_A_No2,9.19613686613304
tobacco_srsb_sym_3_mc_0_sym_3_on_4__,11.86721534043496
LATQUV_FSR,10.447453649832715
boydwoo_str_m7_Zn_o8_o23_bcu_sym_126,15.799485789541734
boydwoo_str_m7_Zn_o8_o17_bcu_sym_228,15.91643059392412
OZOPEA_FSR,9.800309052599431
MEFSEY_FSR,10.674328539157777
boydwoo_str_m7_Zn_o8_o23_bcu_sym_69,16.358464020801595
boydwoo_str_m7_Zn_o17_o26_bcu_sym_92,16.397920085144428
core_ZILBAZ_freeONLY,9.684412857722856
AHEMOQ_FSR,9.877649248585477
gmof_Uio66Zr-irmof20_A-irmof8_A_No310,9.80267596385012
HEBJAB_FSR,13.300017929667062
gmof_Uio66Zr-irmof20_A-imdb_No3,9.17473817395406
boydwoo_str_m7_Zn_o4_o13_bcu_sym_117,11.944243197032215
ETESIG_FSR,10.18524781859488
boydwoo_str_m7_Zn_o6_o25_bcu_sym_124,16.643267923899206
QUHPUF_FSR,9.179671331134616
boydwoo_str_m7_Zn_o20_o25_bcu_sym_51,14.38154863395121
DUKYEP_FSR,6.334139755745673
gmof_Zn4O13-irmof20_A-irmof6_A_No175,9.163446936608308
boydwoo_str_m7_Zn_o17_o26_bcu_sym_117,16.42929892610229
WIHPUA_FSR,10.137543666739509
boydwoo_str_m7_Zn_o10_o22_bcu_sym_134,9.639099275961025
boydwoo_str_m7_Zn_o17_o26_bcu_sym_182,16.374123628773223
tobacco_bor_sym_3_mc_0_sym_4_on_8_L_2,17.033763577076062
gmof_Zn4O13-BDC_A-irmof20_A_No278,9.17799725602788
boydwoo_str_m7_Zn_o4_o4_bcu_sym_62,9.709779108627881
LELMIZ_FSR,10.425665902801157
HADMOR_FSR,10.246762686838423
NIXPOC_FSR,10.381355614237133
boydwoo_str_m7_Zn_o2_o13_bcu_sym_197,14.530728031491158
tobacco_bor_sym_3_mc_0_sym_4_on_14_L_20,18.479538587451955
boydwoo_str_m7_Zn_o17_o26_bcu_sym_1,15.976999140727635
LISDAT_FSR,12.116579860446572
XANBOE_FSR,8.085399787594715
JOMVIQ_FSR,12.026325711481213
gmof_Al2O6-ADC_B-irmof20_B_No5,9.235786132255972
gmof_Al2O6-AZO_B-irmof20_B_No10,13.989593628380206
boydwoo_str_m3_o14_o25_pcu_sym_89,12.37190546200398
AMOYIL_FSR,14.612461781184946
gmof_Zn4O13-irmof20_A-irmof6_A_No49,9.174737014995769
YIFKAC_FSR,7.30161282991346
boydwoo_str_m7_Zn_o8_o23_bcu_sym_68,16.19311052347525
gmof_Zn2O8-irmof20_A-pcn6_B_No7,9.180139960221311
core_VEBHUG_SL,9.271682531061867
GIYHON_FSR,9.91331751200667
boydwoo_str_m7_o1_o10_bcu_sym_181,9.750083053480502
RANPAA_FSR,10.663237720410585
tobacco_srsb_sym_3_mc_0_sym_3_on_2_L_3,13.4014566472961
boydwoo_str_m7_Zn_o20_o25_bcu_sym_48,14.352778103403887
boydwoo_str_m7_Zn_o1_o22_bcu_sym_133,10.070595513059693
gmof_Uio66Zr-irmof20_A-imd_No1,9.148902201722713
NIXSOE_FSR,11.366854761402431
QUPZIM02_FSR,9.611401150068309
QIPPUD_FSR,22.518116036115995
DUKXUE_FSR,6.3517579656396235
QUJFUX_FSR,7.913254033929577
boydwoo_str_m7_Zn_o4_o13_bcu_sym_172,13.277912332336777
gmof_AlO6-irmof20_A_No6,9.181434831702768
KOQJEH_FSR,10.214528202071664
WIYXUZ_FSR,10.185028697784416
tobacco_srsb_sym_3_mc_0_sym_3_mc_0_L_3,8.502494045282885
tobacco_SR_scu_v1-8c_Hf_1_Ch_v2-4c_B_Ch_1B_4CN_Ch_2x2x2,15.943220097077594
UJOBUS_FSR,7.83875682103521
METMON_FSR,7.901237289786314
FELRAR_FSR,14.287435683028745
boydwoo_str_m7_Zn_o20_o23_bcu_sym_203,15.265560515026408
gmof_Al2O6-AZO_B-irmof20_B_No65,13.90201839965446
boydwoo_str_m7_Zn_o8_o25_bcu_sym_81,16.582729411012867
QUHQEQ_FSR,9.179674745045078
gmof_Al2O6-AZO_B-irmof20_B_No197,13.87561095689367
MOF-5_cooh_2_1314_1,9.588510170947599
tobacco_srsb_sym_3_mc_0_sym_3_on_2__,9.515640499679103
IXUREZ_FSR,10.369915263955916
tobacco_srsb_sym_3_mc_0_sym_3_on_2_L_2,14.081837449404077
boydwoo_str_m7_o11_o11_bcu_sym_110,10.725017885197097
boydwoo_str_m7_Zn_o4_o4_bcu_sym_1,9.69148518159586
OVIDED_FSR,11.481229999903416
COQPAZ_FSR,14.409585112543496
boydwoo_str_m3_o16_o22_pcu_sym_34,12.046635521581974
PAZXOD_FSR,9.14564884461914
gmof_AlO6-irmof20_A_No3,9.244415832748095
IGUVAJ_FSR,9.684401496873129
HUTKIS_FSR,10.016611864657586
boydwoo_str_m7_Zn_o8_o23_bcu_sym_96,16.718172542810542
QUHPOZ_FSR,9.17864357485429
boydwoo_str_m7_o8_o25_bcu_sym_246,16.712390731823024
core_FECWOB01_freeONLY,8.778855614494903
EJEMUB_FSR,7.901233280609809
core_ROHWOC_freeONLY,11.29928357155882
boydwoo_str_m7_Zn_o6_o20_bcu_sym_108,14.554692119023793
KAXTEK_FSR,10.255751283636629
gmof_Uio66Zr-irmof20_A-irmof8_A_No260,9.891617169109399
boydwoo_str_m7_Zn_o13_o24_bcu_sym_60,12.509760381063908
core_LASWEJ_freeONLY,7.901231740928594
boydwoo_str_m7_o9_o10_bcu_sym_168,13.5574673555376
FOYFAC_FSR,10.793521956016212
gmof_ZnN4-SiF6-ADC_No1,10.447454717937086
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_15,15.771664403989002
XEVXUT_FSR,9.463684590328302
boydwoo_str_m7_Zn_o20_o23_bcu_sym_138,15.23373302107863
CANQEO_FSR,6.947522103326203
gmof_Zn4O13-irmof20_A-irmof6_A_No115,9.191944260741655
BIFSUF_FSR,7.901235886963111
QUPZAE02_FSR,10.292436163635223
boydwoo_str_m7_o9_o24_bcu_sym_35,13.559297300337498
GUTYAW_FSR,6.051929628308922
boydwoo_str_m7_Zn_o8_o17_bcu_sym_104,16.57307035008176
core_BOMCOX_freeONLY,12.474863580675624
boydwoo_str_m7_Zn_o4_o24_bcu_sym_230,10.380006732167304
HEJCOR_FSR,12.145611366577382
MOF-5_cooh_2_1400_1,8.10330207760702
